1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
708,Longyard Properties Inc,,,2023-10-13 11:12:12,'2023-10-30 12:43:01'),Development Company,general,0,0,0
709,2740544 Ontario Inc,,,2023-10-13 11:12:12,'2023-10-30 12:43:01'),Other,general,0,0,0
710,3119 Carp Road General Partnershi,,,2023-10-13 11:12:12,'2023-10-30 12:43:01'),Other,general,0,0,0
711,1987266 Ontario Ltd,,,2023-10-13 11:12:12,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
712,Corwin Mortgage Holdings Cor,,,2023-10-13 11:12:12,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
713,The Estate of Rocco DiFruscia,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
714,1480927 Ontario Ltd,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
715,2689918 Ontario Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
716,Lisbert Holdings Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
717,Kingspound Capital Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
718,1813239 Ontario Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
719,RPN Finance Cor,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
720,Lift Capital Inc and 16 other,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
721,Millar Berry Farms Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,agricultural,0,0,0
722,LULI Holdings Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
723,1853657 Ontario Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
724,CCR Investments Inc,,,2023-10-13 11:12:13,'2023-10-30 12:43:01'),Other,general,0,0,0
725,Saroli Enterprises Inc,,,2023-10-13 11:12:14,'2023-10-30 12:43:01'),Other,general,0,0,0
726,Cosman Mortgage Holdings Cor,,,2023-10-13 11:12:14,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
727,The Guelph Curling Club Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
728,Canyon Capital GP Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
729,1419582 Ontario Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
730,2000463 Ontario Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
731,2395959 Ontario Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
732,1868972 Ontario Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
733,2584805 Ontario Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
734,Vreugdenhil Enterprises Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
735,TSX Trust Co,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Trust Company,general,0,0,0
736,Mint Capital Mic Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
737,2063675 Ontario Cor,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
738,Loutia Investments Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
739,Wadsworth Mortgage Capital Cor,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
740,Spartagus Investments Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
741,MarchallZehr Group Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
742,Essex Town Centre Ltd,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
743,1767320 Ontario Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
744,J2K Capital Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
745,9725644 Canada Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
746,2767753 Ontario Inc,,,2023-10-13 11:12:17,'2023-10-30 12:43:01'),Other,general,0,0,0
747,Westbury International (1991) Cor,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,general,0,0,0
748,Ufeel Scrubs Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,general,0,0,0
749,12173301 Canada Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,general,0,0,0
750,Carlton Developments Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Development Company,general,0,0,0
751,2665894 Ontario Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,general,0,0,0
752,1897365 Ontario Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,general,0,0,0
753,AFC Mortgage Administration Inc,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Other,residential,0,0,0
754,Pathwise Credit Union Ltd,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
755,503636 Ontario Ltd,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
756,2537174 Ontario Ltd,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
757,The MCL Group Inc,themclgroup.co.uk,,2023-12-02 13:34:28,'2023-10-30 12:43:01'),Other,general,0,0,0
758,2677800 Ontario Inc,,,2023-10-13 11:12:19,'2023-10-30 12:43:01'),Other,general,0,0,0
759,Sunforrest Inc,,,2023-10-13 11:13:45,'2023-10-30 12:43:01'),Other,general,0,0,0
760,D5 Ventures Ltd,,,2023-10-13 11:13:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
761,Macpherson Realty (Peterborough) Ltd,,,2023-10-13 11:13:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
762,1826652 Ontario Ltd,,,2023-10-13 11:13:45,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
763,Versabank,versabank.com,,2023-12-02 13:34:28,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
764,Garson Farms Ltd,,,2023-10-13 11:13:46,'2023-10-30 12:43:01'),Major Bank,agricultural,0,0,0
765,1013022 Ontario Inc,,,2023-10-13 11:13:46,'2023-10-30 12:43:01'),Other,general,0,0,0
766,Handy Aggregates Ltd,,,2023-10-13 11:13:46,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
767,Quagmire Holdings Ltd,,,2023-10-13 11:13:47,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
768,Christopher &amp; Valerie Richardso,,,2023-10-13 11:13:47,'2023-10-30 12:43:01'),Other,general,0,0,0
769,Metis Voyageur Development Fund Inc,,,2023-10-13 11:13:47,'2023-10-30 12:43:01'),Development Company,general,0,0,0
770,2776045 Ontario Inc,,,2023-10-13 11:13:47,'2023-10-30 12:43:01'),Other,general,0,0,0
771,BHM Great Lakes Venture Inc,,,2023-10-13 11:13:47,'2023-10-30 12:43:01'),Other,general,0,0,0
772,Dixie Settlement Investments Inc,,,2023-10-13 11:13:48,'2023-10-30 12:43:01'),Other,general,0,0,0
773,1664531 Ontario Inc,,,2023-10-13 11:13:48,'2023-10-30 12:43:01'),Other,general,0,0,0
774,Gresta Ltd,,,2023-10-13 11:13:48,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
775,Rexell Developments Inc,,,2023-10-13 11:13:49,'2023-10-30 12:43:01'),Development Company,general,0,0,0
776,Forbestfarm Inc,,,2023-10-13 11:13:49,'2023-10-30 12:43:01'),Other,agricultural,0,0,0
777,White Lake Road Investments Ltd,,,2023-10-13 11:13:49,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
778,2872494 Ontario Ltd,,,2023-10-13 11:13:49,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
779,Wet Holdings Inc,dan.com,,2023-12-02 13:34:28,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
780,2154161 Ontario Ltd,,,2023-10-13 11:13:49,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
781,1778206 Ontario Inc,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Other,general,0,0,0
782,CYD Investment Inc,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Other,general,0,0,0
783,11202898 Canada Inc,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Other,general,0,0,0
784,Alottawata Inc,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Other,general,0,0,0
785,1117404 Ontario Ltd,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
786,DX Financial Mortgage Investment Cor,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Credit Union,residential,0,0,0
787,Tai Bay Buddhist Temple of Toronto,,,2023-10-13 11:13:54,'2023-10-30 12:43:01'),Other,general,0,0,0
788,South Liberty Investment Ltd,,,2023-10-13 11:13:55,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
789,Brown Brick Holdings Inc,,,2023-10-13 11:13:55,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
790,Fiera FP Real Estate Financing Fund LP,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Other,general,0,0,0
791,1722811 Ontario Inc,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Other,general,0,0,0
792,1415449 Ontario Ltd,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
793,1822041 Ontario Ltd,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
794,Bridlepath Finance Inc,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Other,general,0,0,0
795,Papke Properties Ltd,,,2023-10-13 11:13:57,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
796,Concrete Capital Group GP Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Private Lender,commercial,0,0,1
797,Banque de Development du Canada,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Development Company,general,0,0,0
798,1076330 Ontario Inc,ontario.ca,,2023-12-02 13:34:28,'2023-10-30 12:43:01'),Other,general,0,0,0
799,JM Bowman Manufacturing Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Other,industrial,0,0,0
800,Development Bank of Canada,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
801,Northern Credit Union Ltd,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
802,Katerina Investments Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Other,general,0,0,0
803,2130250 Ontario Ltd,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
804,2232372 Ontario Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Other,general,0,0,0
805,Stan Bernard Automotive Ltd,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
806,MNA Holdings Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
807,SC Properties Inc,scpropsm.com,,2023-12-02 13:34:28,'2023-10-30 12:43:01'),Development Company,general,0,0,0
808,Guron Inc,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Other,general,0,0,0
809,Alexander Karpuchin Ltd,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
810,2418338 Ontario Inc,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Other,general,0,0,0
811,Terrapin Mortgage Investment Cor,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
812,Tourdragon International Investment Inc,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Other,general,0,0,0
813,HCC Holdings Inc,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
814,Mijar Ltd,,,2023-10-13 11:13:59,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
815,Sylvan Developments Ltd,,,2023-10-13 11:14:00,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
816,Banque Nationale du Canada,bnc.ca,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Other,general,0,0,0
817,754707 Ontario Ltd,,,2023-10-13 11:14:00,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
818,Jacal Lol Inc,,,2023-10-13 11:14:00,'2023-10-30 12:43:01'),Other,general,0,0,0
819,J &amp; C Investments Inc,,,2023-10-13 11:14:01,'2023-10-30 12:43:01'),Other,general,0,0,0
820,Deemar Investments Ltd,,,2023-10-13 11:14:01,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
821,1962992 Ontario Inc,,,2023-10-13 11:14:05,'2023-10-30 12:43:01'),Other,general,0,0,0
822,Peterborough Warehousing &amp; Distributing Corp Ltd,,,2023-10-13 11:14:05,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
823,Kimshaw Holdings Ltd,,,2023-10-13 11:14:05,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
824,Thompson Property Holdings Inc,,,2023-10-13 11:14:06,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
825,Kawartha Credit Union Ltd,kawarthacu.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
826,2094935 Ontario Inc,,,2023-10-13 11:14:06,'2023-10-30 12:43:01'),Other,general,0,0,0
827,Honeycut Land Inc,,,2023-10-13 11:14:06,'2023-10-30 12:43:01'),Other,land,1,0,0
828,DES Logistics Inc,,,2023-10-13 11:14:06,'2023-10-30 12:43:01'),Other,general,0,0,0
829,2591237 Ontario Inc,,,2023-10-13 11:14:06,'2023-10-30 12:43:01'),Other,general,0,0,0
830,The Estate of Peter Chiappino,,,2023-10-13 11:14:07,'2023-10-30 12:43:01'),Other,general,0,0,0
831,Hermar Investments Inc,,,2023-10-13 11:14:07,'2023-10-30 12:43:01'),Other,general,0,0,0
832,1329575 Ontario Ltd,,,2023-10-13 11:14:07,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
833,Quaternity Properties Inc,,,2023-10-13 11:14:07,'2023-10-30 12:43:01'),Development Company,general,0,0,0
834,Forgestone Mortgage Fund GP Inc,,,2023-10-13 11:14:08,'2023-10-30 12:43:01'),Other,residential,0,0,0
835,Rahal Properties Inc,,,2023-10-13 11:14:10,'2023-10-30 12:43:01'),Development Company,general,0,0,0
836,12544016 Canada Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
837,Lee Chow Capital Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
838,2098535 Alberta Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
839,2062883 Ontario Inc,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Other,general,0,0,0
840,2539126 Ontario Cor,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Other,general,0,0,0
841,Base-Land Developments Inc,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Development Company,land,1,0,0
842,Mizzen Holdings Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
843,LDD Properties Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
844,MTTV Tech Ltd,,,2023-10-13 11:14:11,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
845,Magenta Capital Cor,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
846,Lighthouse Credit Union Ltd,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
847,Ivest Equity Mortgage Investment Cor,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
848,2257460 Ontario Ltd,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
849,Caisse Desjardins de Hull-Aylmer,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
850,Edmond St Amour Holdings Ltd,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
851,Gauthier Inc,ceda.nz,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Other,general,0,0,0
852,Habib Canadian Bank,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
853,Elle Mortgage Cor,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Other,residential,0,0,0
854,Sub-Prime Mortgage Cor,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Other,residential,0,0,0
855,223901 Ontario Inc,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Other,general,0,0,0
856,PPG Rausch Holdings Ltd,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
857,Woodbridge Gardens Cor,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Other,general,0,0,0
858,Global Fit Capital Cor,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
859,1025091 Ontario Ltd,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
860,Italian Canadian Savings &amp; Credit Unio,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Other,commercial,0,0,1
861,Vancity Community Investment Bank,vancitycommunityinvestmentbank.ca,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
862,Megenta Capital Cor,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
863,Ottawa-Carleton Mortgage Inc,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Other,residential,0,0,0
864,Dan Fortier Construction Ltd,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Major Bank,construction,0,1,0
865,1949575 Ontario Ltd,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
866,Harry James Enterprises Inc,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Other,general,0,0,0
867,Gencon Capital Resources Inc,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
868,Sean Garvey Investments Inc,,,2023-10-13 11:14:14,'2023-10-30 12:43:01'),Other,general,0,0,0
869,Rose Avenue Apartments Inc,apartments.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Other,general,0,0,0
870,Larasons Holdings Inc,,,2023-10-13 11:14:15,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
871,Hamilton Community Foundatio,hamiltoncommunityfoundation.ca,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Other,general,0,0,0
872,Tay Inc,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Other,general,0,0,0
873,"Invesque Financing GP, LLC",invesque.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Other,general,0,0,0
874,2732392 Ontario Ltd,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
875,Absolute Indigo Inc,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Other,general,0,0,0
876,Vidar Foundatio,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Other,general,0,0,0
877,1799942 Ontario Inc,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Other,general,0,0,0
878,Sudbury Credit Union Ltd,sudburycu.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
879,507822 Ontario Inc,,,2023-10-13 11:14:19,'2023-10-30 12:43:01'),Other,general,0,0,0
880,2061027 Ontario Inc,,,2023-10-13 11:14:20,'2023-10-30 12:43:01'),Other,general,0,0,0
881,1178577 Ontario Ltd,,,2023-10-13 11:14:20,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
882,Bemp Holdings 2 Inc,,,2023-10-13 11:14:23,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
883,St Jean Properties Inc,,,2023-10-13 11:14:23,'2023-10-30 12:43:01'),Development Company,general,0,0,0
884,2655925 Ontario Inc,,,2023-10-13 11:14:23,'2023-10-30 12:43:01'),Other,general,0,0,0
885,Drewlo Holdings Inc,,,2023-10-13 11:14:23,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
886,2348793 Ontario Ltd,,,2023-10-13 11:14:23,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
887,Desjardins Financial Security Life Assurance Life,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
888,2400320 Ontario Inc,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Other,general,0,0,0
889,Angelston Land Holdings Inc,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Private Lender,land,1,0,0
890,Original&#039;s Gourmet Foods Ltd,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
891,Kay Family Investments Inc,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Other,general,0,0,0
892,Jodamar Properties Ltd,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
893,West Jarvis Holdings Inc,,,2023-10-13 11:14:24,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
894,Taggart Land Holdings (Group 1) Ltd,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Major Bank,land,1,0,0
895,Spencedale Properties Ltd,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
896,B &amp; M Handelman Investments Ltd and 20 other,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
897,428 Main Inc,mainin.com.pe,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Other,general,0,0,0
898,Leswell Investments Inc,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Other,general,0,0,0
899,1333664 Ontario Inc,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Other,general,0,0,0
900,Sambol Corporatio,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Other,general,0,0,0
901,Sambol Cor,,,2023-10-13 11:14:25,'2023-10-30 12:43:01'),Other,general,0,0,0
902,BCML Holdings Inc,,,2023-10-13 11:14:26,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
903,1008816 Ontario Inc,,,2023-10-13 11:14:26,'2023-10-30 12:43:01'),Other,general,0,0,0
904,Thorbjornsson Group Ltd,,,2023-10-13 11:14:26,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
905,Sambol Corp and 6 other,,,2023-10-13 11:14:26,'2023-10-30 12:43:01'),Other,general,0,0,0
906,Canada Lands Company CLC Ltd,clc.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),Major Bank,land,1,0,0
907,Foundation for the Canadian Parks and Wilderne,,,2023-10-13 11:14:26,'2023-10-30 12:43:01'),Other,general,0,0,0
908,Canadian Parks and Wilderness Society,cpaws.org,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Other,general,0,0,0
909,Hidden Valley Kitchener Ltd,,,2023-10-13 11:14:27,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
910,Northbridge General Insurance Cor,,,2023-10-13 11:14:31,'2023-10-30 12:43:01'),Insurance Company,general,0,0,0
911,2598110 Ontario Ltd,,,2023-10-13 11:14:31,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
912,1096797 Ontario Ltd,,,2023-10-13 11:14:32,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
913,WMP Group Inc,,,2023-10-13 11:14:32,'2023-10-30 12:43:01'),Other,general,0,0,0
914,Grand Lac Holdings and 7 other,,,2023-10-13 11:14:32,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
915,2739759 Ontario Inc,,,2023-10-13 11:14:32,'2023-10-30 12:43:01'),Other,general,0,0,0
916,Mercanti Management Inc,,,2023-10-13 11:14:33,'2023-10-30 12:43:01'),Other,general,0,0,0
917,Lift Capital Inc and 15 other,,,2023-10-13 11:14:33,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
918,Broumas Developments Inc,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Development Company,general,0,0,0
919,Canadian Bank of Commerce,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
920,Ped-Nad Holdings Ltd,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
921,Ukpik Capital Cor,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
922,1658194 Ontario Ltd,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
923,2390122 Ontario Inc,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Other,general,0,0,0
924,Dance Canada Inc,,,2023-10-13 11:14:34,'2023-10-30 12:43:01'),Other,general,0,0,0
925,Swanley Holdings Inc,,,2023-10-13 11:14:37,'2023-10-30 12:43:01'),Private Lender,general,0,0,0
926,Whitby Plaza Ltd,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
927,Rathcliffe Properties Ltd,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
928,2615650 Ontario Inc,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Other,general,0,0,0
929,CWB Maxium Financial Inc,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
930,Caisse Populaire Alliance Ltee,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
931,ILO Investments Inc,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Other,general,0,0,0
932,CTBC Bank Corp (Canada),,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
933,Harlo Financial GP Inc,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Credit Union,general,0,0,0
934,3174 Eglinton E GP Ltd,,,2023-10-13 11:14:38,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
935,Cameron Stephens Mortgage Capital,,,2023-10-13 11:14:39,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
936,Salvatore Geraci Holdings Ltd,,,2023-10-13 11:14:39,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
937,1202074 Ontario Inc,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,general,0,0,0
938,2419994 Ontario Inc,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,general,0,0,0
939,Rambri Management Inc,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,general,0,0,0
940,Jamie Mitges Holdings Ltd,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
941,2349978 Ontario Inc,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,general,0,0,0
942,Wharf Street Marina Ltd,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Major Bank,general,0,0,0
943,Cosman Mortgage Holding Cor,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Other,residential,0,0,0
944,Ginkgo Mortgage Investment Cor,,,2023-10-13 11:14:58,'2023-10-30 12:43:01'),Private Lender,residential,0,0,0
